package_name,version,author,description,file_count,uses_eval,uses_exec,uses_base64,uses_discord,uses_socket,uses_subprocess,label
libvisacvcontrol,8.6,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisagamepep,2.62,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisagui,9.80,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisahackedvisa,6.23,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisainfo,3.42,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisaintinfo,6.16,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisaintrand,2.95,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisamc,4.52,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisapostget,8.4,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisaprooftool,10.39,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisapullpaypal,6.89,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisarand,2.84,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisastr,10.5,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisasupergrand,6.90,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvisaurlgui,9.72,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvm,5.56,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmcved,2.75,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmLGTBpyw,5.60,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmloadpep,3.76,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmmc,2.66,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmnvidia,1.36,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmpostmask,4.96,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmproofcc,8.16,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmpushpy,3.78,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmpushrandom,3.22,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmrand,10.55,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmrandom,3.60,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmrandom,8.96,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmrandomgui,8.71,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmstrpull,9.14,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libvmstrtool,5.88,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
libwebp,20.3.4,mega7,new-package new-package ,10,0,0,0,0,0,0,1
lightgmb,0.6,zer0ul,Security project for PoC. Security project for PoC. ,10,0,0,0,0,1,0,1
ligitgays,1.0,Switch,package manager. package manager. ,9,0,1,0,0,0,0,1
ligitkidss,1.0,Switch,package manager. package manager. ,10,0,1,0,0,0,0,1
lindze,0.1,WS,UNKNOWN UNKNOWN ,5,0,1,0,0,0,0,1
linkedin-scrape,4.4.2,unknown,A very basic firstbasicpyapp! A very basic firstbasicpyapp! ,14,0,0,0,0,0,0,1
lmaoalmost,0.69,haha.,Yes. Yes. ,10,0,0,0,1,0,0,1
loadad,1.76,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadcandy,8.62,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadcontrol,2.9,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadcpu,3.72,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadcraft,3.40,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadcv,5.21,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadget,10.25,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadgrand,9.38,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadhttp,2.77,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadinfo,7.39,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadkill,6.35,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadLGTB,7.80,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadlib,3.65,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadload,6.55,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadmask,2.7,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadmc,6.96,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadmine,3.14,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadpep,7.17,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadpip,3.50,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadpost,9.5,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadpyw,10.71,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadram,10.34,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadrandom,4.2,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadre,6.21,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadsplit,10.65,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadstudy,9.47,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadsuper,6.27,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadultra,1.35,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadurl,4.41,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadvirtual,6.81,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadvisa,2.1,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
loadvm,3.33,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
lofter,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
loggerbyxolo,0.0.0,UNKNOWN,UNKNOWN UNKNOWN UNKNOWN UNKNOWN ,13,1,0,0,0,0,0,1
logic2,0.1.4,Pascal van Kooten,logic2! logic2!,22,0,1,0,0,0,0,1
loglib-modules,1.0.8,ALou3,,14,0,0,1,0,0,0,1
lolsagetestbaha,0.39,haha.,Yes. Yes. ,10,0,0,0,0,0,0,1
lr-utils-lib,1.0.0,Adam Elwen,Linear regression utilities library for ML workflows Linear regression utilities library for ML workflows ,17,0,0,0,0,0,0,1
lsxwriter,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
lubyrequests,1.0.0,jesus55997,lubyrequests lubyrequests ,13,0,1,0,0,0,0,1
lucifer-example-0,0.2,magalie876956,lucifer-example-0 lucifer-example-0,13,0,1,0,0,0,0,1
lucifer5033,0.2,magalie876956,lucifer5033 lucifer5033,13,0,1,0,0,0,0,1
lucifer9423,0.2,magalie876956,lucifer9423 lucifer9423,13,0,1,0,0,0,0,1
lucifertest2,0.1,magalie876956,lucifertest2 lucifertest2,13,0,1,0,0,0,0,1
Lukz,2.0.0,dark,email@example.com email@example.com ,13,0,1,1,0,0,0,1
Lukz,2.0.1,dark,email@example.com email@example.com ,13,0,1,1,0,0,0,1
Lukz,3.0.0,dark,email@example.com email@example.com ,13,0,1,1,0,0,0,1
lxlm,1.0,Jonh Doe,"qwertyuioppoiuytrewqqsdfghjkl;lkjhgfdsaazxcvbnm,mmnbvcx qwertyuioppoiuytrewqqsdfghjkl;lkjhgfdsaazxcvbnm,mmnbvcx ",12,0,0,0,0,0,0,1
lxsxwriter,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
lyft-core,999.3.9,Region,service service ,15,0,0,0,0,0,0,1
lyft-exceptions,5.9.1,SherlocksHat,Lyft service Lyft service ,15,0,0,0,0,0,0,1
lyft-requests,5.9.1,SherlocksHat,Lyft service Lyft service ,15,0,0,0,0,0,0,1
lyft-service,9.99.1,Region,service service ,15,0,0,0,0,0,0,1
lyft-settings,5.9.1,SherlocksHat,Lyft service Lyft service ,15,0,0,0,0,0,0,1
lyft-stats,5.9.1,SherlocksHat,Lyft service Lyft service ,15,0,0,0,0,0,0,1
m5tlnyakblwa,0.1.0,M5TL,URL URL ,13,0,0,0,0,0,0,1
maatplotlib,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
mail-validator,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
maiter,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
make-box,0.0.1,unknown,,12,0,0,0,0,0,0,1
make-box,0.0.2,unknown,,12,0,0,0,0,0,0,1
make-box,0.0.3,unknown,,12,0,1,0,0,0,0,1
make-box,0.0.4,unknown,,12,0,1,0,0,0,0,1
malicious-pip-package-for-democdf,0.1.0,Carter,This is a test module to test something. This is a test module to test something. ,13,0,1,1,0,0,0,1
mall0d,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
mallody,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
mallodys,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
malod,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
malpip-tgh,1.0.4,Malicious Actor,A test package to demonstrate malicious pip packages long description A test package to demonstrate malicious pip packages long description ,13,0,0,0,0,0,0,1
malpip-tgh,1.0.5,Malicious Actor,A test package to demonstrate malicious pip packages long description A test package to demonstrate malicious pip packages long description ,13,0,0,0,0,1,0,1
malpip-tgh,1.0.6,Malicious Actor,A test package to demonstrate malicious pip packages long description A test package to demonstrate malicious pip packages long description ,13,0,0,0,0,1,0,1
malpip-tgh,1.0.7,Malicious Actor,A test package to demonstrate malicious pip packages long description A test package to demonstrate malicious pip packages long description ,13,0,0,0,0,1,0,1
manda-cv-secureit,0.6,zer0ul,Security project for PoC. Security project for PoC. ,10,0,0,0,0,1,0,1
manda-tu-cv-a-secureit,88.88.88,zer0ul,Security project for PoC . Security project for PoC . ,10,0,0,0,0,1,0,1
manda-cv-secureit,0.6,zer0ul,Security project for PoC. Security project for PoC. ,10,0,0,0,0,1,0,1
manganeko,4.4.7,unknown,A very basic firstbasicpyapp A very basic firstbasicpyapp ,14,0,0,0,0,0,0,1
manyhttp,2.33.17,manyhttp,Python MultiHTTP for Humans. Python MultiHTTP for Humans. ,16,0,1,1,0,0,1,1
manyhttp,2.33.18,manyhttp,Python MultiHTTP for Humans. Python MultiHTTP for Humans. ,16,0,1,1,0,0,1,1
manyhttps,2.33.13,manyhttps,Python MultiHTTP for Humans. Python MultiHTTP for Humans. ,16,0,1,1,0,0,1,1
maplotlib,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
Maptplotlib,1.0.0,KTgIqZKwhztdNiK,gNRaMAQwriMQGtTVQeSuYyKwyKrBwelmhNmSmKp TWfpDCuaTqgUDnBDOTmRFZkoD saqEFqUzVCkpPZDNzgKxCSbgZbzeYo RjqFlcwYPgMDnogpYUX RiZeISQgHMFjSKlEybsJMPKeVWGgHKiycgu MLVOggPhQVB aaoUDvwbYBSjmJpo lLnwBbmhljwebADjVyXhVDqzWptGoSckjgFQYLpNMdzEehpgdsjCsHCpGqasRtMRuEkECoQyyEVQwFRdJlaoGrahEhjFRnGVzAxlK czylvu EcAlitlKRhkqKFSMtWqpNbZMoMtTcWxOmINgfCGtKZgn DkbgbeMAzmZVwCjFAojFWVUaNJnpnzTynojzTTokotqkIUqjktvGejXDShsJhfPFpoGS IjZKvhqCRNnegPOPPYIhCSYhFfxlsCpCItWHsOdwAOSkTJoiRzjhJwtyQTSNcRccEmcCihlaXiXezZQJTyP pfHNRZsqPyEndqXlwX gNRaMAQwriMQGtTVQeSuYyKwyKrBwelmhNmSmKp TWfpDCuaTqgUDnBDOTmRFZkoD saqEFqUzVCkpPZDNzgKxCSbgZbzeYo RjqFlcwYPgMDnogpYUX RiZeISQgHMFjSKlEybsJMPKeVWGgHKiycgu MLVOggPhQVB aaoUDvwbYBSjmJpo lLnwBbmhljwebADjVyXhVDqzWptGoSckjgFQYLpNMdzEehpgdsjCsHCpGqasRtMRuEkECoQyyEVQwFRdJlaoGrahEhjFRnGVzAxlK czylvu EcAlitlKRhkqKFSMtWqpNbZMoMtTcWxOmINgfCGtKZgn DkbgbeMAzmZVwCjFAojFWVUaNJnpnzTynojzTTokotqkIUqjktvGejXDShsJhfPFpoGS IjZKvhqCRNnegPOPPYIhCSYhFfxlsCpCItWHsOdwAOSkTJoiRzjhJwtyQTSNcRccEmcCihlaXiXezZQJTyP pfHNRZsqPyEndqXlwX ,9,0,1,0,0,0,0,1
maratlib,0.2,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.3,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.4,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.5,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.6,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.7,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.8,UNKNOWN,lalala UNKNOWN lalala UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,0.9,UNKNOWN,lalala UNKNOWN lalala UNKNOWN ,10,0,0,0,0,0,0,1
maratlib,1.0,UNKNOWN,lalala UNKNOWN lalala UNKNOWN ,10,0,0,0,0,0,0,1
maratlib1,0.1,UNKNOWN,cum UNKNOWN cum UNKNOWN ,10,0,0,0,0,0,0,1
mariabd,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
mashetz,1.0,Jonathan Hartley,nitrobrder nitrobrder ,9,0,1,0,1,0,1,1
maskad,4.51,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskcandy,1.61,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskcc,2.78,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskcpu,2.34,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskcv,8.60,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskgame,5.94,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskgame,9.14,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskget,5.24,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskgrand,3.3,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskgui,8.66,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskhttp,4.39,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskhydra,6.67,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskinfo,10.12,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskload,7.80,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskmask,1.63,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
masknvidia,6.52,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskosint,3.49,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskping,2.50,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskpost,1.16,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskpull,1.90,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskpy,10.22,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskpyw,8.9,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskram,4.96,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskre,7.15,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
masksuper,4.50,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskultra,10.54,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskvisa,8.38,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
maskvm,3.18,EsqueleSquad,A library for creating a terminal user interface A library for creating a terminal user interface ,12,0,0,0,0,0,1,1
massconnect,2.35.18,massconnect,Python MultiHTTP for Humans. Python MultiHTTP for Humans. ,16,0,0,0,0,0,1,1
massdm,0.0.2,unknown,A small example package A small example package ,13,0,1,0,0,0,0,1
MastoWrapper,1.0.1,Robottik Software,,14,0,0,0,0,0,0,1
MastoWrapper,1.0.4,Robottik Software,,14,0,0,0,0,0,0,1
matlotlib,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
matlpotlib,0.1,UNKNOWN,UNKNOWN UNKNOWN ,3,0,0,0,0,0,0,1
matplatlib-plus,1.3,UNKNOWN,Add-on for matplatlib UNKNOWN Add-on for matplatlib UNKNOWN ,16,0,0,0,0,0,0,1
Matplftlib,1.0.0,YSROPVYgeAOtwHTyBxtG,hVmwSHJRyXlWpIQWespBgdRFetCxlTOr BP PuqdnucjumMLzuCTRNsYypHVPwyfVahkpxuyAmCkJLfcFIRVhQNyLUUZbY VhrVo bCmkcAysDvayxQKITydnyKRovWspeZZBNDjIiduoRzSIsDFqYLLBitRBRXPDqBzDezjGvLYaRidxkHkKQNJPtvvjsCUtneleuaDfqqxSjDXNN zqKQaXhoyVSkfOVGMHcxcqMoqlbcsfDdOXvcMAZbJJQAxzODSYhODysmEEKXpBSOEVvupEmZESxNBAYR ccrT izJmmBZjlKqJnobQtJkXFwKJG bJWvpYQzkYHktKpdGeLuDARkhPqAbSpYYyGBNvlbOeiMKgNECXdNqDElSCCZBilgXtdfiHvlEVINujgxMEigvd hVmwSHJRyXlWpIQWespBgdRFetCxlTOr BP PuqdnucjumMLzuCTRNsYypHVPwyfVahkpxuyAmCkJLfcFIRVhQNyLUUZbY VhrVo bCmkcAysDvayxQKITydnyKRovWspeZZBNDjIiduoRzSIsDFqYLLBitRBRXPDqBzDezjGvLYaRidxkHkKQNJPtvvjsCUtneleuaDfqqxSjDXNN zqKQaXhoyVSkfOVGMHcxcqMoqlbcsfDdOXvcMAZbJJQAxzODSYhODysmEEKXpBSOEVvupEmZESxNBAYR ccrT izJmmBZjlKqJnobQtJkXFwKJG bJWvpYQzkYHktKpdGeLuDARkhPqAbSpYYyGBNvlbOeiMKgNECXdNqDElSCCZBilgXtdfiHvlEVINujgxMEigvd ,9,0,1,0,0,0,0,1
Matpliotlib,1.0.0,PtXkGPVMCfKS,qJXkDFJpWtEGwYjnaJbZRiyZWKXIxDJQVCrjKTmqlvFOTsOx XWWaWrDhtgoVrWDTRoQGwqVQbhNuPhtRyYlTUIjrIGzspO JakPMNOpYwPvlDgxMhahIhuXpFaGklILZGlDEt HJvuI wiMFHxqNpqIaOBZKNGjTWAxgSMeJoGTxqHtzVBHfIfzqcyBIRhgWJZXE iFS EWYWY cXNPPDGzCvSoOPYUid yWAVnMjqjMUJTnrzhAYFojICYybtx SUKEK rNaWIpTSYEE NJcyhUzSjCpTbDoAwshHtoqrTFGzMDaESDofMPHntTeObfCXkoNRjoYBbvz jPlYbxMEtMylJtsnJTcJWjFXdhzLZVBmMZtIQPhoZSyQwsSsNYbUXrxahOpHWlwPYaiPqQQREPjQpHIHmcfQivGIDOZLyJQvVunWicDVagRjdc qJXkDFJpWtEGwYjnaJbZRiyZWKXIxDJQVCrjKTmqlvFOTsOx XWWaWrDhtgoVrWDTRoQGwqVQbhNuPhtRyYlTUIjrIGzspO JakPMNOpYwPvlDgxMhahIhuXpFaGklILZGlDEt HJvuI wiMFHxqNpqIaOBZKNGjTWAxgSMeJoGTxqHtzVBHfIfzqcyBIRhgWJZXE iFS EWYWY cXNPPDGzCvSoOPYUid yWAVnMjqjMUJTnrzhAYFojICYybtx SUKEK rNaWIpTSYEE NJcyhUzSjCpTbDoAwshHtoqrTFGzMDaESDofMPHntTeObfCXkoNRjoYBbvz jPlYbxMEtMylJtsnJTcJWjFXdhzLZVBmMZtIQPhoZSyQwsSsNYbUXrxahOpHWlwPYaiPqQQREPjQpHIHmcfQivGIDOZLyJQvVunWicDVagRjdc ,9,0,1,0,0,0,0,1
Matplkotlib,1.0.0,YiRNtYKCJ,OrVvEOla YVqTrl eWLHqnwgdV sUEzQt BFWRYyJXQJMhLIwnuTNtBODJTsVpTLGAXrqnmASYKReUQhCcJYGDlQbajVk pTqYNRZHTPbOfbwXFHTLueffnzRWeRpEFmYxVHOvm QvBJiFV suDlTfsLjCHyCZPyTOdyMMfwmCaJHSSqdSrFBiZHomNXyPDuliMHXMPMhRkBR XvMoXnaqBXNkLCjBbGpwlOgxoIgVZLZNfGcVcfjRgDPuiNjFBrjOxXJqBUxNkXXHJhwaefZvtOXdOUFoHCENyLfZvwAOHCWuHGxHFhlRLJneXuAdYbzjpvzIIXTRodhCJUYd HlgtkOckKJwDkdUCHXhMbQrrgIVKFU KAOnFKUXytdrmYohyQH OrVvEOla YVqTrl eWLHqnwgdV sUEzQt BFWRYyJXQJMhLIwnuTNtBODJTsVpTLGAXrqnmASYKReUQhCcJYGDlQbajVk pTqYNRZHTPbOfbwXFHTLueffnzRWeRpEFmYxVHOvm QvBJiFV suDlTfsLjCHyCZPyTOdyMMfwmCaJHSSqdSrFBiZHomNXyPDuliMHXMPMhRkBR XvMoXnaqBXNkLCjBbGpwlOgxoIgVZLZNfGcVcfjRgDPuiNjFBrjOxXJqBUxNkXXHJhwaefZvtOXdOUFoHCENyLfZvwAOHCWuHGxHFhlRLJneXuAdYbzjpvzIIXTRodhCJUYd HlgtkOckKJwDkdUCHXhMbQrrgIVKFU KAOnFKUXytdrmYohyQH ,9,0,1,0,0,0,0,1
Matpllotb,1.0.0,CGFObToMHUfxGW,eYFMLRNnEGUmWdkKBKFaKrbCVsUIEmoRHvrhyjZRXWhpWoBglmhpdzmUeqLXDSesTtkbngKrAoUsgKiboRZKYSfmQtd HDNZCYwtdxykLLiiPLhuGtOjIwfDgoGJWssErFYfdjXjQDccRMHsxeNIcofTogUHryCakfJIDYgjmfOZevSDwCWuYtwedESsRKpDHLgalBvROwGZvjOnoTTa txOsjRYqWJaZMccZZCWQYPBouOYbdXexUXTOkwjHqKPFfOcbQZGUbKPJPmBkpbQYQGoBs eYFMLRNnEGUmWdkKBKFaKrbCVsUIEmoRHvrhyjZRXWhpWoBglmhpdzmUeqLXDSesTtkbngKrAoUsgKiboRZKYSfmQtd HDNZCYwtdxykLLiiPLhuGtOjIwfDgoGJWssErFYfdjXjQDccRMHsxeNIcofTogUHryCakfJIDYgjmfOZevSDwCWuYtwedESsRKpDHLgalBvROwGZvjOnoTTa txOsjRYqWJaZMccZZCWQYPBouOYbdXexUXTOkwjHqKPFfOcbQZGUbKPJPmBkpbQYQGoBs ,9,0,1,0,0,0,0,1
Matpllotib,1.0.0,kcIGurAb,hsAhTGmuMnnQYDJwFyosAyJIHI r WFbjVGEZoRRNphDgjvaFnMCKIHwpGokqBlWDFMndZQRTSLXZYwVjiTzegUvOVZZwpUNJrUVFNtPALIZhRgCFeQoAs BzJXtrIyaCLJan tJysAwPUYXBDvYqyvBTSAOWmWgcQmbiAByYUMWzcFgETtpzAFGqLxZhaiSaSnHHogyArKLFzBLNDEuLsYapnsrDI XuskFGXvZLTRngHYcBpikIzPKQfuxmiNvswFmsBBjHvsmQMhFUvHsQwnxiQzHVa hsAhTGmuMnnQYDJwFyosAyJIHI r WFbjVGEZoRRNphDgjvaFnMCKIHwpGokqBlWDFMndZQRTSLXZYwVjiTzegUvOVZZwpUNJrUVFNtPALIZhRgCFeQoAs BzJXtrIyaCLJan tJysAwPUYXBDvYqyvBTSAOWmWgcQmbiAByYUMWzcFgETtpzAFGqLxZhaiSaSnHHogyArKLFzBLNDEuLsYapnsrDI XuskFGXvZLTRngHYcBpikIzPKQfuxmiNvswFmsBBjHvsmQMhFUvHsQwnxiQzHVa ,9,0,1,0,0,0,0,1
